name,address,lat,lng,rating,num_ratings,place_id,opening_hours,phone_number,price_level,postal_code,tipo
Cafe Bar La Esquina,"C. de Julián Camarillo, 47, 28037 Madrid, Spain",40.4367095,-3.6224976,4.4,53,ChIJnR8ztr4vQg0R717s7cpSclQ,"['Monday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: Closed']",650 28 76 43,N/A,28037,cafeteria
Churreria Cafeteria La Cocktelera,"C. de Alcalá, 420, 28027 Madrid, Spain",40.437821,-3.6373367,4,781,ChIJEfKWfRQvQg0RWUw938S0srg,"['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM']",917 42 73 33,1,28037,cafeteria
Panadería Granier,"C/Albarracin 2 , Esq, C. de Alcalá, 442, 28037 Madrid, Spain",40.4384487,-3.6354617,3.9,819,ChIJfyd0pBMvQg0RZ20jjivC2PU,"['Monday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20099:00\u202fPM']",916 22 64 70,1,28037,cafeteria
Bar-Cafeteria “La Tienda “,"C. Hermanos de Pablo, 45, 28027 Madrid, Spain",40.4378004,-3.6465252,4.6,198,ChIJZVBq1z4vQg0RA6vO2pOX5S8,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",662 43 70 82,1,28027,cafeteria
cafeteria darling,"Centro Comercial, Av. de los Andes, 50, 28042 Madrid, Spain",40.4564336,-3.6178227,0,0,ChIJ61Kch8gvQg0RCITn5EbZhlI,[],N/A,N/A,28022,cafeteria
Luena,"C. del Dr. Vallejo, 24, 28027 Madrid, Spain",40.4380928,-3.644734,4.3,177,ChIJRam1-D4vQg0Rm3z4o4wEdtY,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",914 08 30 46,1,28027,cafeteria
R´SPIRO CORNER,"Gta. de Yucatán, S/N, 28042 Madrid, Spain",40.4509116,-3.6272671,0,0,ChIJa-Z7xdMvQg0RpS-ccBu8XZc,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",900 155 255,N/A,28043,cafeteria
Cafetería Jesús Moreno,"C. de Josefa Valcárcel, 28, 28027 Madrid, Spain",40.44888479999999,-3.64463,3.8,5,ChIJBYm9yiMvQg0RzV_iUQVyhGY,"['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: Closed']",913 01 83 35,N/A,28027,cafeteria
Querétaro Cafetería,"C. de Julián Camarillo, 50, 28037 Madrid, Spain",40.4382802,-3.6178643,4.4,225,ChIJpR7Pd6EvQg0REGto8n1z6uc,"['Monday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20092:00\u202fPM']",913 04 71 47,N/A,28037,cafeteria
80’s coffee,"C. de Alcalá, 346, 28027 Madrid, Spain",40.4343978,-3.6451708,4.1,608,ChIJ3_fjj0AvQg0RuV0QOtsak4U,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']",914 38 44 02,1,28027,cafeteria
ORGAZ CAFE,"C. de Ulises, 109, 28043 Madrid, Spain",40.4583238,-3.6450169,4.2,166,ChIJ74GGFFgvQg0RwN1ig14qh1Q,"['Monday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",910 11 01 77,N/A,28043,cafeteria
Cafeteria La Fontana,"C. de Vital Aza, 27, 28017 Madrid, Spain",40.4315928,-3.6432973,3.9,34,ChIJ8bmxwEEvQg0RTk5fiPuUktg,"['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",N/A,N/A,28017,cafeteria
Taruffi Arturo Soria,"C. de Arturo Soria, 126, 28043 Madrid, Spain",40.450123,-3.6504963,4,299,ChIJn2fR5yUvQg0R3Ev740xlK70,"['Monday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20099:30\u202fPM']",917 59 73 43,N/A,28043,cafeteria
Cafetería Salamanca,"C. de Gutierre de Cetina, 101, 28017 Madrid, Spain",40.4286967,-3.6401061,4.3,140,ChIJgeMjo2kvQg0RKofrWasx8h4,"['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: Closed']",911 96 66 77,1,28017,cafeteria
Cafe Bar La Ilusion,"C. de Palermo, 26, 28043 Madrid, Spain",40.4590611,-3.6489132,4.3,47,ChIJwSLsEtkuQg0REyhn_HE6m3U,"['Monday: 7:15\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:15\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:15\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:15\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:15\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,1,28043,cafeteria
Starbucks,"C. de Silvano, 79, 28043 Madrid, Spain",40.4628074,-3.637443799999999,3.9,260,ChIJaSRbluAuQg0RTlOZLcA7OQs,"['Monday: 9:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20099:00\u202fPM']",912 75 92 56,2,28043,cafeteria
Cafe Lito,"28022 Madrid, Spain",40.4358309,-3.6123722,4,143,ChIJtW_HCJgvQg0RL-2GVEmCeYQ,"['Monday: 7:00\u202fAM\u2009–\u200912:45\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:45\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:45\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:45\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:45\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:45\u202fAM', 'Sunday: Closed']",914 49 74 93,1,28022,cafeteria
Vivari Coffee Bakery,"C. de Alcalá, 331, 28027 Madrid, Spain",40.4330935,-3.649273699999999,3.7,309,ChIJl2QArw4vQg0RlMT34Hk0nRg,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,1,28027,cafeteria
Café Guaro,"C. de Virgen de Lluc, 37, 28027 Madrid, Spain",40.4369227,-3.6460341,4.9,222,ChIJr4X0PB8vQg0RsxmuLQKwXd8,"['Monday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: Closed', 'Thursday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 12:00\u2009–\u200910:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20098:30\u202fPM']",615 02 33 95,N/A,28027,cafeteria
Cafeteria la mami,"C. Zumel, 12, 28037 Madrid, Spain",40.4290759,-3.6261576,4,5,ChIJf69vD3UvQg0RaZS4Vkzrdng,[],N/A,N/A,28037,cafeteria
Cafeteria La Oficina,"C. de San Telesforo, 40, 28017 Madrid, Spain",40.4259888,-3.6328818,3.7,200,ChIJi6rj8W8vQg0R8ZRAVzZLzmo,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']",N/A,1,28017,cafeteria
Hnos.velasco coffee bar,"C/ de Boltaña, 57, 28022 Madrid, Spain",40.447579,-3.609847,4.6,418,ChIJe60VaLAvQg0RbGQJUzn3CYs,"['Monday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: Closed', 'Thursday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 7:30\u202fAM\u2009–\u20091:00\u202fAM']",910 56 14 08,1,28022,cafeteria
Pastry Cafe Charlot,"C/ de Boltaña, 86, 28022 Madrid, Spain",40.4470619,-3.6102321,4.1,170,ChIJNfWnbbAvQg0RoVKT4ScrxXQ,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20094:30\u202fPM']",917 41 72 82,2,28022,cafeteria
Cafeteria Helos,"C. Valderrobres, 6, 28022 Madrid, Spain",40.4442318,-3.6109514,4.2,33,ChIJm4li2rovQg0RCxO0u8079rE,"['Monday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u200910:00\u202fPM']",913 20 22 03,N/A,28022,cafeteria
Black & Gray Café - Bar,"C. de la Esfinge, 15, 28022 Madrid, Spain",40.4453516,-3.6107218,3.9,37,ChIJqUarvrovQg0RleaqEpyZhmM,"['Monday: Closed', 'Tuesday: 6:30\u202fPM\u2009–\u20092:30\u202fAM', 'Wednesday: 6:30\u202fPM\u2009–\u20092:30\u202fAM', 'Thursday: 6:30\u202fPM\u2009–\u20092:30\u202fAM', 'Friday: 6:30\u202fPM\u2009–\u20093:00\u202fAM', 'Saturday: 6:30\u202fPM\u2009–\u20093:00\u202fAM', 'Sunday: 6:30\u202fPM\u2009–\u20092:30\u202fAM']",N/A,1,28022,cafeteria
cafeteria La Berlinesa,"Av. de Canillejas a Vicálvaro, 28022 Madrid, Spain",40.4305328,-3.6106031,4.3,33,ChIJqxMPx5AvQg0RlgfIUUh-kVA,"['Monday: 8:30\u202fAM\u2009–\u20093:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20093:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20093:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20093:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20093:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20092:30\u202fPM']",N/A,N/A,28022,cafeteria
R´SPIRO CAFÉ,"Esq, Hernandez Tejada, C. de Agastia, S/N, 28027 Madrid, Spain",40.4470472,-3.6519694,0,0,ChIJUQ1QAn4vQg0RTZ-FcVhY62c,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",900 155 255,N/A,28027,cafeteria
Britt’s Café,"C. Raquel Meller, 5, 28027 Madrid, Spain",40.4324141,-3.6578819,4.8,24,ChIJp18ez0svQg0RYBdGNMJCGoE,"['Monday: 6:00\u202fAM\u2009–\u200912:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200912:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200912:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200912:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",616 65 52 47,N/A,28027,cafeteria
El Café del H,"C. de Alcalá, 540, 28027 Madrid, Spain",40.4423342,-3.6188516,5,5,ChIJEXcHmVcvQg0RNsnsU1Gahg4,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",648 52 68 84,N/A,28027,cafeteria
R´SPIRO CORNER,"C. de los Hermanos García Noblejas, 35, 28037 Madrid, Spain",40.4325296,-3.6336945,0,0,ChIJqwYBX6IvQg0R2VwiEJg4Dw0,"['Monday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u200912:00\u202fAM']",900 155 255,N/A,28037,cafeteria
Arbetana&Co.,"C. de Fco. Villaespesa, 12, 28017 Madrid, Spain",40.42912,-3.6445513,1,1,ChIJo2HhMd4vQg0RJoYBbyxzupg,[],663 73 68 88,N/A,28017,cafeteria
Cafe-Bar Luna,"C. de Puerto de Sta. María, 130, 28043 Madrid, Spain",40.4604642,-3.653579499999999,4.2,75,ChIJf2VKytAuQg0RolPdvlFpjJY,"['Monday: Closed', 'Tuesday: 8:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']",917 59 70 31,1,28043,cafeteria
Cafe Tucan,"C. de Cartago, 2, 28022 Madrid, Spain",40.4486711,-3.608530199999999,4.5,2,ChIJR3tqcxQvQg0R5IIe0fH-0lQ,"['Monday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20098:30\u202fPM']",N/A,N/A,28022,cafeteria
